State,District,Date,Year,Month,Avg_rainfall,Agency_name
Bihar,Muzaffarpur,2018-12-21,2018,12,0,"NRSC VIC MODEL"
Bihar,Nalanda,2018-07-24,2018,07,17.6765116,"NRSC VIC MODEL"
Bihar,Nalanda,2018-07-28,2018,07,199.6767925,"NRSC VIC MODEL"
Bihar,Nalanda,2018-08-04,2018,08,16.52161747,"NRSC VIC MODEL"
Bihar,Nalanda,2018-08-08,2018,08,3.40676918,"NRSC VIC MODEL"
Bihar,Nalanda,2018-08-28,2018,08,12.27039956,"NRSC VIC MODEL"
Bihar,Nalanda,2018-08-29,2018,08,0.386928534,"NRSC VIC MODEL"
Bihar,Nalanda,2018-09-02,2018,09,4.256048916,"NRSC VIC MODEL"
Bihar,Nalanda,2018-08-31,2018,08,15.51972495,"NRSC VIC MODEL"
Bihar,Nalanda,2018-09-05,2018,09,3.359719858,"NRSC VIC MODEL"
Bihar,Nalanda,2018-09-11,2018,09,0,"NRSC VIC MODEL"
Bihar,Nalanda,2018-09-16,2018,09,0,"NRSC VIC MODEL"
Bihar,Nalanda,2018-09-19,2018,09,0.139910756,"NRSC VIC MODEL"
Bihar,Nalanda,2018-09-20,2018,09,45.18734483,"NRSC VIC MODEL"
Bihar,Nalanda,2018-09-22,2018,09,2.342945478,"NRSC VIC MODEL"
Bihar,Nalanda,2018-09-27,2018,09,0,"NRSC VIC MODEL"
Bihar,Nalanda,2018-09-28,2018,09,0,"NRSC VIC MODEL"
Bihar,Nalanda,2018-09-30,2018,09,0,"NRSC VIC MODEL"
Bihar,Nalanda,2018-10-05,2018,10,0,"NRSC VIC MODEL"
Bihar,Nalanda,2018-10-06,2018,10,0,"NRSC VIC MODEL"
Bihar,Nalanda,2018-10-13,2018,10,0,"NRSC VIC MODEL"
Bihar,Nalanda,2018-10-16,2018,10,0,"NRSC VIC MODEL"
Bihar,Nalanda,2018-10-19,2018,10,0,"NRSC VIC MODEL"
Bihar,Nalanda,2018-10-24,2018,10,0,"NRSC VIC MODEL"
Bihar,Nalanda,2018-11-05,2018,11,0,"NRSC VIC MODEL"
Bihar,Nalanda,2018-11-12,2018,11,0,"NRSC VIC MODEL"
Bihar,Nalanda,2018-11-10,2018,11,0,"NRSC VIC MODEL"
Bihar,Nalanda,2018-12-09,2018,12,0,"NRSC VIC MODEL"
Bihar,Nalanda,2018-12-13,2018,12,0,"NRSC VIC MODEL"
Bihar,Nalanda,2018-12-15,2018,12,0,"NRSC VIC MODEL"
Bihar,Nalanda,2018-12-16,2018,12,0,"NRSC VIC MODEL"
Bihar,Nalanda,2018-12-21,2018,12,0,"NRSC VIC MODEL"
Bihar,Nawada,2018-07-28,2018,07,149.0226551,"NRSC VIC MODEL"
Bihar,Nawada,2018-07-29,2018,07,59.27530308,"NRSC VIC MODEL"
Bihar,Nawada,2018-08-04,2018,08,13.39466446,"NRSC VIC MODEL"
Bihar,Nawada,2018-08-14,2018,08,2.03976924,"NRSC VIC MODEL"
Bihar,Nawada,2018-08-15,2018,08,14.88088799,"NRSC VIC MODEL"
Bihar,Nawada,2018-08-17,2018,08,0.02234948,"NRSC VIC MODEL"
Bihar,Nawada,2018-08-26,2018,08,5.720084664,"NRSC VIC MODEL"
Bihar,Nawada,2018-08-28,2018,08,18.11492173,"NRSC VIC MODEL"
Bihar,Nawada,2018-08-30,2018,08,35.02327495,"NRSC VIC MODEL"
Bihar,Nawada,2018-08-31,2018,08,27.66049792,"NRSC VIC MODEL"
Bihar,Nawada,2018-09-03,2018,09,16.75456992,"NRSC VIC MODEL"
Bihar,Nawada,2018-09-04,2018,09,23.53781113,"NRSC VIC MODEL"
Bihar,Nawada,2018-09-05,2018,09,4.582160183,"NRSC VIC MODEL"
Bihar,Nawada,2018-09-08,2018,09,0,"NRSC VIC MODEL"
Bihar,Nawada,2018-09-11,2018,09,0,"NRSC VIC MODEL"
Bihar,Nawada,2018-09-15,2018,09,0,"NRSC VIC MODEL"
Bihar,Nawada,2018-09-19,2018,09,0.794693107,"NRSC VIC MODEL"
Bihar,Nawada,2018-09-21,2018,09,0.566198051,"NRSC VIC MODEL"
Bihar,Nawada,2018-09-26,2018,09,0.110252938,"NRSC VIC MODEL"
Bihar,Nawada,2018-10-01,2018,10,0,"NRSC VIC MODEL"
Bihar,Nawada,2018-10-04,2018,10,0,"NRSC VIC MODEL"
Bihar,Nawada,2018-10-03,2018,10,0,"NRSC VIC MODEL"
Bihar,Nawada,2018-10-11,2018,10,8.535793224,"NRSC VIC MODEL"
Bihar,Nawada,2018-10-14,2018,10,0,"NRSC VIC MODEL"
Bihar,Nawada,2018-10-15,2018,10,0,"NRSC VIC MODEL"
Bihar,Nawada,2018-10-26,2018,10,0,"NRSC VIC MODEL"
Bihar,Nawada,2018-11-07,2018,11,0,"NRSC VIC MODEL"
Bihar,Nawada,2018-11-12,2018,11,0,"NRSC VIC MODEL"
Bihar,Nawada,2018-11-13,2018,11,0,"NRSC VIC MODEL"
Bihar,Nawada,2018-11-10,2018,11,0,"NRSC VIC MODEL"
Bihar,Nawada,2018-11-11,2018,11,0,"NRSC VIC MODEL"
Bihar,Nawada,2018-11-19,2018,11,0,"NRSC VIC MODEL"
Bihar,Nawada,2018-11-18,2018,11,0,"NRSC VIC MODEL"
Bihar,Nawada,2018-11-24,2018,11,0,"NRSC VIC MODEL"
Bihar,Nawada,2018-11-28,2018,11,0,"NRSC VIC MODEL"
Bihar,Nawada,2018-11-29,2018,11,0,"NRSC VIC MODEL"
Bihar,Nawada,2018-12-01,2018,12,0,"NRSC VIC MODEL"
Bihar,Nawada,2018-12-11,2018,12,0,"NRSC VIC MODEL"
Bihar,Nawada,2018-12-21,2018,12,0,"NRSC VIC MODEL"
Bihar,Nawada,2018-12-23,2018,12,0,"NRSC VIC MODEL"
Bihar,Nawada,2018-12-27,2018,12,0,"NRSC VIC MODEL"
Bihar,Nawada,2018-12-29,2018,12,0,"NRSC VIC MODEL"
Bihar,Nawada,2018-12-31,2018,12,0,"NRSC VIC MODEL"
Bihar,"Pashchim Champaran",2018-07-24,2018,07,9.213672436,"NRSC VIC MODEL"
Bihar,"Pashchim Champaran",2018-07-27,2018,07,25.43635997,"NRSC VIC MODEL"
Bihar,"Pashchim Champaran",2018-08-09,2018,08,0.890853795,"NRSC VIC MODEL"
Bihar,"Pashchim Champaran",2018-08-11,2018,08,21.20779763,"NRSC VIC MODEL"
Bihar,"Pashchim Champaran",2018-08-16,2018,08,2.528709719,"NRSC VIC MODEL"
Bihar,"Pashchim Champaran",2018-08-20,2018,08,7.655191826,"NRSC VIC MODEL"
Bihar,"Pashchim Champaran",2018-08-21,2018,08,4.426141672,"NRSC VIC MODEL"
Bihar,"Pashchim Champaran",2018-08-29,2018,08,33.4660379,"NRSC VIC MODEL"
Bihar,"Pashchim Champaran",2018-09-03,2018,09,23.06386869,"NRSC VIC MODEL"
Bihar,"Pashchim Champaran",2018-09-05,2018,09,0.330761117,"NRSC VIC MODEL"
Bihar,"Pashchim Champaran",2018-09-06,2018,09,2.145670903,"NRSC VIC MODEL"
Bihar,"Pashchim Champaran",2018-09-24,2018,09,0.003162614,"NRSC VIC MODEL"
Bihar,"Pashchim Champaran",2018-10-01,2018,10,0,"NRSC VIC MODEL"
Bihar,"Pashchim Champaran",2018-10-05,2018,10,0,"NRSC VIC MODEL"
Bihar,"Pashchim Champaran",2018-10-10,2018,10,0,"NRSC VIC MODEL"
Bihar,"Pashchim Champaran",2018-10-12,2018,10,0.306453117,"NRSC VIC MODEL"
Bihar,"Pashchim Champaran",2018-11-05,2018,11,0,"NRSC VIC MODEL"
Bihar,"Pashchim Champaran",2018-11-03,2018,11,0,"NRSC VIC MODEL"
Bihar,"Pashchim Champaran",2018-11-08,2018,11,0,"NRSC VIC MODEL"
Bihar,"Pashchim Champaran",2018-11-15,2018,11,0,"NRSC VIC MODEL"
Bihar,"Pashchim Champaran",2018-11-19,2018,11,0,"NRSC VIC MODEL"
Bihar,"Pashchim Champaran",2018-11-21,2018,11,0,"NRSC VIC MODEL"
Bihar,"Pashchim Champaran",2018-11-27,2018,11,0,"NRSC VIC MODEL"
Bihar,"Pashchim Champaran",2018-11-28,2018,11,0,"NRSC VIC MODEL"
Bihar,"Pashchim Champaran",2018-12-14,2018,12,0,"NRSC VIC MODEL"
Bihar,"Pashchim Champaran",2018-12-21,2018,12,0,"NRSC VIC MODEL"
Bihar,"Pashchim Champaran",2018-12-26,2018,12,0,"NRSC VIC MODEL"
Bihar,"Pashchim Champaran",2018-12-29,2018,12,0,"NRSC VIC MODEL"
Bihar,"Pashchim Champaran",2018-09-11,2018,09,11.30594139,"NRSC VIC MODEL"
Bihar,"Pashchim Champaran",2018-10-22,2018,10,0,"NRSC VIC MODEL"
Bihar,Patna,2018-07-28,2018,07,180.709798,"NRSC VIC MODEL"
Bihar,Patna,2018-07-30,2018,07,16.67976979,"NRSC VIC MODEL"
Bihar,Patna,2018-07-31,2018,07,16.49939126,"NRSC VIC MODEL"
Bihar,Patna,2018-08-11,2018,08,12.49529489,"NRSC VIC MODEL"
Bihar,Patna,2018-08-12,2018,08,53.52471832,"NRSC VIC MODEL"
Bihar,Patna,2018-08-16,2018,08,0.251236223,"NRSC VIC MODEL"
Bihar,Patna,2018-08-17,2018,08,0.558893586,"NRSC VIC MODEL"
Bihar,Patna,2018-08-18,2018,08,2.260977807,"NRSC VIC MODEL"
Bihar,Patna,2018-08-26,2018,08,6.633276172,"NRSC VIC MODEL"
Bihar,Patna,2018-08-27,2018,08,8.015445903,"NRSC VIC MODEL"
Bihar,Patna,2018-09-07,2018,09,5.077179036,"NRSC VIC MODEL"
Bihar,Patna,2018-09-11,2018,09,0.010461274,"NRSC VIC MODEL"
Bihar,Patna,2018-09-19,2018,09,0.089827476,"NRSC VIC MODEL"
Bihar,Patna,2018-09-22,2018,09,15.13867586,"NRSC VIC MODEL"
Bihar,Patna,2018-10-18,2018,10,0,"NRSC VIC MODEL"
Bihar,Patna,2018-10-19,2018,10,0,"NRSC VIC MODEL"
Bihar,Patna,2018-10-17,2018,10,0,"NRSC VIC MODEL"
Bihar,Patna,2018-10-25,2018,10,0,"NRSC VIC MODEL"
Bihar,Patna,2018-10-26,2018,10,0,"NRSC VIC MODEL"
Bihar,Patna,2018-11-02,2018,11,0,"NRSC VIC MODEL"
Bihar,Patna,2018-10-24,2018,10,0,"NRSC VIC MODEL"
Bihar,Patna,2018-11-13,2018,11,0,"NRSC VIC MODEL"
Bihar,Patna,2018-11-24,2018,11,0,"NRSC VIC MODEL"
Bihar,Patna,2018-11-29,2018,11,0,"NRSC VIC MODEL"
Bihar,Patna,2018-12-07,2018,12,0,"NRSC VIC MODEL"
Bihar,Patna,2018-12-09,2018,12,0,"NRSC VIC MODEL"
Bihar,Patna,2018-12-15,2018,12,0,"NRSC VIC MODEL"
Bihar,Patna,2018-12-20,2018,12,0,"NRSC VIC MODEL"
Bihar,Patna,2018-12-28,2018,12,0,"NRSC VIC MODEL"
Bihar,"Purbi Champaran",2018-07-26,2018,07,28.7256772,"NRSC VIC MODEL"
Bihar,"Purbi Champaran",2018-07-29,2018,07,44.06082403,"NRSC VIC MODEL"
Bihar,"Purbi Champaran",2018-08-02,2018,08,23.42888636,"NRSC VIC MODEL"
Bihar,"Purbi Champaran",2018-08-06,2018,08,4.249577503,"NRSC VIC MODEL"
Bihar,"Purbi Champaran",2018-08-08,2018,08,0.773774228,"NRSC VIC MODEL"
Bihar,"Purbi Champaran",2018-08-12,2018,08,25.84014241,"NRSC VIC MODEL"
Bihar,"Purbi Champaran",2018-08-11,2018,08,38.49335804,"NRSC VIC MODEL"
Bihar,"Purbi Champaran",2018-08-20,2018,08,11.48881111,"NRSC VIC MODEL"
Bihar,"Purbi Champaran",2018-08-22,2018,08,4.821970425,"NRSC VIC MODEL"
Bihar,"Purbi Champaran",2018-08-29,2018,08,13.33301469,"NRSC VIC MODEL"
Bihar,"Purbi Champaran",2018-08-28,2018,08,7.197926762,"NRSC VIC MODEL"
Bihar,"Purbi Champaran",2018-08-30,2018,08,42.11317971,"NRSC VIC MODEL"
Bihar,"Purbi Champaran",2018-08-31,2018,08,2.137219696,"NRSC VIC MODEL"
Bihar,"Purbi Champaran",2018-09-01,2018,09,18.72621133,"NRSC VIC MODEL"
Bihar,"Purbi Champaran",2018-09-04,2018,09,10.54314262,"NRSC VIC MODEL"
Bihar,"Purbi Champaran",2018-09-22,2018,09,3.523888114,"NRSC VIC MODEL"
Bihar,"Purbi Champaran",2018-09-27,2018,09,0.411735114,"NRSC VIC MODEL"
Bihar,"Purbi Champaran",2018-10-04,2018,10,1.003441141,"NRSC VIC MODEL"
Bihar,"Purbi Champaran",2018-10-03,2018,10,0,"NRSC VIC MODEL"
Bihar,"Purbi Champaran",2018-10-07,2018,10,0,"NRSC VIC MODEL"
Bihar,"Purbi Champaran",2018-10-22,2018,10,0,"NRSC VIC MODEL"
Bihar,"Purbi Champaran",2018-10-26,2018,10,0,"NRSC VIC MODEL"
Bihar,"Purbi Champaran",2018-10-29,2018,10,0,"NRSC VIC MODEL"
Bihar,"Purbi Champaran",2018-11-02,2018,11,0,"NRSC VIC MODEL"
Bihar,Gaya,2018-12-08,2018,12,0,"NRSC VIC MODEL"
Bihar,Gaya,2018-12-11,2018,12,0,"NRSC VIC MODEL"
Bihar,Gaya,2018-12-16,2018,12,0,"NRSC VIC MODEL"
Bihar,Gopalganj,2018-08-01,2018,08,36.51516927,"NRSC VIC MODEL"
Bihar,Gopalganj,2018-08-08,2018,08,0.42697487,"NRSC VIC MODEL"
Bihar,Gopalganj,2018-08-10,2018,08,3.6578156,"NRSC VIC MODEL"
Bihar,Gopalganj,2018-08-27,2018,08,8.680325583,"NRSC VIC MODEL"
Bihar,Gopalganj,2018-09-06,2018,09,2.154355062,"NRSC VIC MODEL"
Bihar,Gopalganj,2018-09-10,2018,09,0.781521106,"NRSC VIC MODEL"
Bihar,Gopalganj,2018-09-20,2018,09,41.48475846,"NRSC VIC MODEL"
Bihar,Gopalganj,2018-09-25,2018,09,0,"NRSC VIC MODEL"
Bihar,Gopalganj,2018-09-30,2018,09,0,"NRSC VIC MODEL"
Bihar,Gopalganj,2018-10-09,2018,10,0,"NRSC VIC MODEL"
Bihar,Gopalganj,2018-10-12,2018,10,10.8431458,"NRSC VIC MODEL"
Bihar,Gopalganj,2018-10-13,2018,10,0,"NRSC VIC MODEL"
Bihar,Gopalganj,2018-10-22,2018,10,0,"NRSC VIC MODEL"
Bihar,Gopalganj,2018-10-27,2018,10,0,"NRSC VIC MODEL"
Bihar,Gopalganj,2018-10-28,2018,10,0,"NRSC VIC MODEL"
Bihar,Gopalganj,2018-11-02,2018,11,0,"NRSC VIC MODEL"
Bihar,Gopalganj,2018-11-07,2018,11,0,"NRSC VIC MODEL"
Bihar,Gopalganj,2018-11-14,2018,11,0,"NRSC VIC MODEL"
Bihar,Gopalganj,2018-11-15,2018,11,0,"NRSC VIC MODEL"
Bihar,Gopalganj,2018-12-02,2018,12,0,"NRSC VIC MODEL"
Bihar,Gopalganj,2018-12-01,2018,12,0,"NRSC VIC MODEL"
Bihar,Gopalganj,2018-12-03,2018,12,0,"NRSC VIC MODEL"
Bihar,Gopalganj,2018-12-07,2018,12,0,"NRSC VIC MODEL"
Bihar,Gopalganj,2018-12-09,2018,12,0,"NRSC VIC MODEL"
Bihar,Gopalganj,2018-12-15,2018,12,0,"NRSC VIC MODEL"
Bihar,Gopalganj,2018-12-16,2018,12,0,"NRSC VIC MODEL"
Bihar,Gopalganj,2018-12-18,2018,12,0,"NRSC VIC MODEL"
Bihar,Gopalganj,2018-12-24,2018,12,0,"NRSC VIC MODEL"
Bihar,Jamui,2018-07-25,2018,07,27.12738182,"NRSC VIC MODEL"
Bihar,Jamui,2018-07-28,2018,07,76.47467,"NRSC VIC MODEL"
Bihar,Jamui,2018-08-03,2018,08,3.86790859,"NRSC VIC MODEL"
Bihar,Jamui,2018-08-06,2018,08,55.61482237,"NRSC VIC MODEL"
Bihar,Jamui,2018-08-09,2018,08,0.8905813,"NRSC VIC MODEL"
Bihar,Jamui,2018-08-08,2018,08,0.616675064,"NRSC VIC MODEL"
Bihar,Jamui,2018-08-10,2018,08,7.952048965,"NRSC VIC MODEL"
Bihar,Jamui,2018-08-19,2018,08,26.37449861,"NRSC VIC MODEL"
Bihar,Jamui,2018-08-30,2018,08,69.46409528,"NRSC VIC MODEL"
Bihar,Jamui,2018-08-29,2018,08,0,"NRSC VIC MODEL"
Bihar,Jamui,2018-09-02,2018,09,9.777187545,"NRSC VIC MODEL"
Bihar,Jamui,2018-09-04,2018,09,15.29017701,"NRSC VIC MODEL"
Bihar,Jamui,2018-09-05,2018,09,11.24233713,"NRSC VIC MODEL"
Bihar,Jamui,2018-09-12,2018,09,0,"NRSC VIC MODEL"
Bihar,Jamui,2018-09-13,2018,09,0.003955129,"NRSC VIC MODEL"
Bihar,Jamui,2018-09-14,2018,09,0.503944854,"NRSC VIC MODEL"
Bihar,Jamui,2018-09-19,2018,09,1.809137463,"NRSC VIC MODEL"
Bihar,Jamui,2018-09-27,2018,09,0.046883631,"NRSC VIC MODEL"
Bihar,Jamui,2018-09-30,2018,09,0,"NRSC VIC MODEL"
Bihar,Jamui,2018-10-13,2018,10,0.016253955,"NRSC VIC MODEL"
Bihar,Jamui,2018-10-15,2018,10,0,"NRSC VIC MODEL"
Bihar,Jamui,2018-10-21,2018,10,0,"NRSC VIC MODEL"
Bihar,Jamui,2018-10-22,2018,10,0,"NRSC VIC MODEL"
Bihar,Jamui,2018-10-24,2018,10,0,"NRSC VIC MODEL"
Bihar,Jamui,2018-10-25,2018,10,0,"NRSC VIC MODEL"
Bihar,Jamui,2018-10-26,2018,10,0,"NRSC VIC MODEL"
Bihar,Jamui,2018-10-31,2018,10,0,"NRSC VIC MODEL"
Bihar,Jamui,2018-11-04,2018,11,0,"NRSC VIC MODEL"
Bihar,Jamui,2018-11-07,2018,11,0,"NRSC VIC MODEL"
Bihar,Jamui,2018-11-10,2018,11,0,"NRSC VIC MODEL"
Bihar,Jamui,2018-11-16,2018,11,0,"NRSC VIC MODEL"
Bihar,Jamui,2018-11-24,2018,11,0,"NRSC VIC MODEL"
Bihar,Jamui,2018-12-03,2018,12,0,"NRSC VIC MODEL"
Bihar,Jamui,2018-12-02,2018,12,0,"NRSC VIC MODEL"
Bihar,Jamui,2018-12-06,2018,12,0,"NRSC VIC MODEL"
Bihar,Jamui,2018-12-12,2018,12,0,"NRSC VIC MODEL"
Bihar,Jamui,2018-12-18,2018,12,0.173203954,"NRSC VIC MODEL"
Bihar,Jamui,2018-12-28,2018,12,0,"NRSC VIC MODEL"
Bihar,Jehanabad,2018-08-13,2018,08,64.74186512,"NRSC VIC MODEL"
Bihar,Jehanabad,2018-08-22,2018,08,8.875813213,"NRSC VIC MODEL"
Bihar,Jehanabad,2018-08-29,2018,08,0.60367548,"NRSC VIC MODEL"
Bihar,Jehanabad,2018-09-17,2018,09,0,"NRSC VIC MODEL"
Bihar,Jehanabad,2018-09-25,2018,09,0,"NRSC VIC MODEL"
Bihar,Jehanabad,2018-09-26,2018,09,0,"NRSC VIC MODEL"
Bihar,Jehanabad,2018-09-27,2018,09,0,"NRSC VIC MODEL"
Bihar,Jehanabad,2018-09-29,2018,09,0,"NRSC VIC MODEL"
Bihar,Jehanabad,2018-10-01,2018,10,0,"NRSC VIC MODEL"
Bihar,Jehanabad,2018-10-15,2018,10,0,"NRSC VIC MODEL"
Bihar,Jehanabad,2018-10-16,2018,10,0,"NRSC VIC MODEL"
Bihar,Jehanabad,2018-10-21,2018,10,0,"NRSC VIC MODEL"
Bihar,Jehanabad,2018-10-25,2018,10,0,"NRSC VIC MODEL"
Bihar,Jehanabad,2018-11-14,2018,11,0,"NRSC VIC MODEL"
Bihar,Jehanabad,2018-11-24,2018,11,0,"NRSC VIC MODEL"
Bihar,Jehanabad,2018-11-26,2018,11,0,"NRSC VIC MODEL"
Bihar,Jehanabad,2018-11-25,2018,11,0,"NRSC VIC MODEL"
Bihar,Jehanabad,2018-12-05,2018,12,0,"NRSC VIC MODEL"
Bihar,Jehanabad,2018-12-06,2018,12,0,"NRSC VIC MODEL"
Bihar,Jehanabad,2018-12-11,2018,12,0,"NRSC VIC MODEL"
Bihar,Jehanabad,2018-12-12,2018,12,0,"NRSC VIC MODEL"
Bihar,Jehanabad,2018-12-24,2018,12,0,"NRSC VIC MODEL"
Bihar,Jehanabad,2018-12-23,2018,12,0,"NRSC VIC MODEL"
Bihar,Jehanabad,2018-12-30,2018,12,0,"NRSC VIC MODEL"
Bihar,Jehanabad,2018-08-09,2018,08,1.576559871,"NRSC VIC MODEL"
Bihar,Jehanabad,2018-09-19,2018,09,0.021409889,"NRSC VIC MODEL"
Bihar,Jehanabad,2018-10-08,2018,10,0,"NRSC VIC MODEL"
Bihar,Jehanabad,2018-12-14,2018,12,0,"NRSC VIC MODEL"
Bihar,Jehanabad,2018-12-25,2018,12,0,"NRSC VIC MODEL"
Bihar,"Kaimur (Bhabua)",2018-07-25,2018,07,20.43663918,"NRSC VIC MODEL"
Bihar,"Kaimur (Bhabua)",2018-07-26,2018,07,26.79876556,"NRSC VIC MODEL"
Bihar,"Kaimur (Bhabua)",2018-07-28,2018,07,61.26384295,"NRSC VIC MODEL"
Bihar,"Kaimur (Bhabua)",2018-07-31,2018,07,2.871974313,"NRSC VIC MODEL"
Bihar,"Kaimur (Bhabua)",2018-08-11,2018,08,40.15508565,"NRSC VIC MODEL"
Bihar,"Kaimur (Bhabua)",2018-08-15,2018,08,11.71404689,"NRSC VIC MODEL"
Bihar,"Kaimur (Bhabua)",2018-08-18,2018,08,4.353778842,"NRSC VIC MODEL"
Bihar,"Kaimur (Bhabua)",2018-08-23,2018,08,4.425798907,"NRSC VIC MODEL"
Bihar,"Kaimur (Bhabua)",2018-08-28,2018,08,4.534376621,"NRSC VIC MODEL"
Bihar,"Kaimur (Bhabua)",2018-09-08,2018,09,14.81376392,"NRSC VIC MODEL"
Bihar,"Kaimur (Bhabua)",2018-09-12,2018,09,0,"NRSC VIC MODEL"
Bihar,"Kaimur (Bhabua)",2018-09-17,2018,09,0,"NRSC VIC MODEL"
Bihar,"Kaimur (Bhabua)",2018-09-25,2018,09,0,"NRSC VIC MODEL"
Bihar,"Kaimur (Bhabua)",2018-09-24,2018,09,0.180630968,"NRSC VIC MODEL"
Bihar,"Kaimur (Bhabua)",2018-09-28,2018,09,0,"NRSC VIC MODEL"
Bihar,"Kaimur (Bhabua)",2018-09-30,2018,09,0,"NRSC VIC MODEL"
Bihar,"Kaimur (Bhabua)",2018-10-04,2018,10,0,"NRSC VIC MODEL"
Bihar,"Kaimur (Bhabua)",2018-10-02,2018,10,0,"NRSC VIC MODEL"
Bihar,"Kaimur (Bhabua)",2018-10-12,2018,10,6.564927577,"NRSC VIC MODEL"
Bihar,"Kaimur (Bhabua)",2018-10-13,2018,10,0,"NRSC VIC MODEL"
Bihar,"Kaimur (Bhabua)",2018-10-26,2018,10,0,"NRSC VIC MODEL"
Bihar,"Kaimur (Bhabua)",2018-11-07,2018,11,0,"NRSC VIC MODEL"
Bihar,"Kaimur (Bhabua)",2018-11-13,2018,11,0,"NRSC VIC MODEL"
Bihar,"Kaimur (Bhabua)",2018-11-23,2018,11,0,"NRSC VIC MODEL"
Bihar,"Kaimur (Bhabua)",2018-11-25,2018,11,0,"NRSC VIC MODEL"
Bihar,"Kaimur (Bhabua)",2018-12-02,2018,12,0,"NRSC VIC MODEL"
Bihar,"Kaimur (Bhabua)",2018-12-07,2018,12,0,"NRSC VIC MODEL"
Bihar,"Kaimur (Bhabua)",2018-12-09,2018,12,0,"NRSC VIC MODEL"
Bihar,"Kaimur (Bhabua)",2018-12-10,2018,12,0,"NRSC VIC MODEL"
Bihar,"Kaimur (Bhabua)",2018-12-17,2018,12,20.54105168,"NRSC VIC MODEL"
Bihar,"Kaimur (Bhabua)",2018-12-22,2018,12,0,"NRSC VIC MODEL"
Bihar,"Kaimur (Bhabua)",2018-12-31,2018,12,0,"NRSC VIC MODEL"
Bihar,"Kaimur (Bhabua)",2018-12-12,2018,12,0,"NRSC VIC MODEL"
Bihar,Katihar,2018-07-28,2018,07,31.67707484,"NRSC VIC MODEL"
Bihar,Katihar,2018-07-29,2018,07,44.50666492,"NRSC VIC MODEL"
Bihar,Katihar,2018-07-30,2018,07,39.09657593,"NRSC VIC MODEL"
Bihar,Katihar,2018-08-02,2018,08,9.044055332,"NRSC VIC MODEL"
Bihar,Katihar,2018-08-05,2018,08,26.14122603,"NRSC VIC MODEL"
Bihar,Katihar,2018-08-06,2018,08,39.9480675,"NRSC VIC MODEL"
Bihar,Katihar,2018-08-08,2018,08,1.384890124,"NRSC VIC MODEL"
Bihar,Katihar,2018-08-10,2018,08,0.859033506,"NRSC VIC MODEL"
Bihar,Katihar,2018-08-11,2018,08,47.94312725,"NRSC VIC MODEL"
Bihar,Katihar,2018-08-17,2018,08,2.191549543,"NRSC VIC MODEL"
Bihar,Katihar,2018-08-18,2018,08,4.474897372,"NRSC VIC MODEL"
Bihar,Katihar,2018-09-05,2018,09,1.295855089,"NRSC VIC MODEL"
Bihar,Katihar,2018-09-08,2018,09,0,"NRSC VIC MODEL"
Bihar,Katihar,2018-09-11,2018,09,3.723019623,"NRSC VIC MODEL"
Bihar,Katihar,2018-09-15,2018,09,1.600742857,"NRSC VIC MODEL"
Bihar,Katihar,2018-10-04,2018,10,0.994414545,"NRSC VIC MODEL"
Bihar,Katihar,2018-10-15,2018,10,0,"NRSC VIC MODEL"
Bihar,Katihar,2018-10-22,2018,10,0,"NRSC VIC MODEL"
Bihar,Katihar,2018-10-27,2018,10,0,"NRSC VIC MODEL"
Bihar,Katihar,2018-10-28,2018,10,0,"NRSC VIC MODEL"
Bihar,Katihar,2018-10-31,2018,10,0.01212912,"NRSC VIC MODEL"
Bihar,Katihar,2018-11-04,2018,11,0,"NRSC VIC MODEL"
Bihar,Katihar,2018-11-06,2018,11,0,"NRSC VIC MODEL"
Bihar,Katihar,2018-11-12,2018,11,0,"NRSC VIC MODEL"
Bihar,Katihar,2018-11-22,2018,11,0,"NRSC VIC MODEL"
Bihar,Katihar,2018-11-24,2018,11,0,"NRSC VIC MODEL"
Bihar,Katihar,2018-11-20,2018,11,0,"NRSC VIC MODEL"
Bihar,Katihar,2018-11-26,2018,11,0,"NRSC VIC MODEL"
Bihar,Katihar,2018-12-01,2018,12,0,"NRSC VIC MODEL"
Bihar,Katihar,2018-12-02,2018,12,0,"NRSC VIC MODEL"
Bihar,Katihar,2018-12-05,2018,12,0.074516569,"NRSC VIC MODEL"
Bihar,Katihar,2018-12-07,2018,12,0,"NRSC VIC MODEL"
Bihar,Katihar,2018-12-15,2018,12,0,"NRSC VIC MODEL"
Bihar,Katihar,2018-12-18,2018,12,7.154876536,"NRSC VIC MODEL"
Bihar,Katihar,2018-12-28,2018,12,0,"NRSC VIC MODEL"
Bihar,Katihar,2018-12-30,2018,12,0,"NRSC VIC MODEL"
Bihar,Khagaria,2018-07-26,2018,07,11.77313654,"NRSC VIC MODEL"
Bihar,Khagaria,2018-08-12,2018,08,24.34560459,"NRSC VIC MODEL"
Bihar,Khagaria,2018-08-17,2018,08,1.393467072,"NRSC VIC MODEL"
Bihar,Khagaria,2018-08-20,2018,08,20.53671997,"NRSC VIC MODEL"
Bihar,Khagaria,2018-08-22,2018,08,17.29872781,"NRSC VIC MODEL"
Bihar,Khagaria,2018-08-29,2018,08,0.53966536,"NRSC VIC MODEL"
Bihar,Khagaria,2018-09-07,2018,09,19.63546203,"NRSC VIC MODEL"
Bihar,Khagaria,2018-09-08,2018,09,0,"NRSC VIC MODEL"
